(-0.56, 2.79, 7.98)
(-0.57, 2.82, 7.98)
(-0.57, 2.80, 7.98)
(-0.63, 2.70, 7.98)
(-0.59, 2.68, 7.98)
(-0.62, 2.61, 7.98)
(-0.60, 2.67, 7.98)
(-0.53, 2.78, 7.98)
(-0.51, 2.82, 7.98)
(-0.44, 2.84, 7.98)
(-0.47, 2.84, 7.98)
(-0.55, 2.80, 7.98)
(-0.57, 2.79, 7.98)
(-0.59, 2.80, 7.98)
(-0.60, 2.78, 7.98)
(-0.61, 2.77, 7.98)
(-0.63, 2.83, 7.98)
(-0.66, 2.77, 7.98)
(-0.27, 2.85, 7.98)
(-0.17, 2.85, 7.98)
(-0.17, 2.84, 7.98)
(-0.12, 2.93, 7.98)
(-0.19, 2.99, 7.98)
(-0.16, 3.02, 7.98)
(-0.20, 3.09, 7.98)
(-0.19, 3.12, 7.98)
(-0.19, 3.15, 7.98)
(-0.18, 3.13, 7.98)
(-0.22, 3.10, 7.98)
(-0.27, 3.08, 7.98)
(-0.53, 2.88, 7.98)
(-0.52, 2.84, 7.98)
(-0.56, 2.85, 7.98)
(-0.52, 2.73, 7.98)
(-0.50, 2.73, 7.98)
(-0.35, 2.84, 7.98)
(-0.20, 2.92, 7.98)
(-0.20, 2.92, 7.98)
(-0.20, 2.93, 7.98)
(-0.32, 2.85, 7.98)
(-0.34, 2.89, 7.98)
(-0.36, 2.86, 7.98)
(-0.37, 2.90, 7.98)
(-0.27, 2.92, 7.98)
(0.25, 3.04, 7.98)
(0.31, 3.37, 7.98)
(0.17, 3.26, 7.98)
(0.22, 3.22, 7.98)
(0.26, 3.20, 7.98)
(0.25, 3.18, 7.98)
(0.20, 3.11, 7.98)
(-0.14, 2.85, 7.98)
(-0.11, 2.87, 7.98)
(-0.08, 2.90, 7.98)
(-0.17, 2.86, 7.98)
(-0.20, 2.83, 7.98)
(-0.23, 2.80, 7.98)
(-0.24, 2.80, 7.98)
(-0.24, 2.79, 7.98)
(-0.24, 2.78, 7.98)
(-0.25, 2.74, 7.77)
(-0.24, 2.73, 7.74)
(-0.24, 2.72, 7.73)
(-0.25, 2.70, 7.70)
(-0.26, 2.69, 7.69)
(-0.27, 2.70, 7.70)
(-0.28, 2.71, 7.71)
(-0.28, 2.72, 7.72)
(-0.27, 2.73, 7.74)
(-0.27, 2.74, 7.76)
(-0.27, 2.73, 7.74)
(-0.27, 2.72, 7.73)
(-0.28, 2.72, 7.73)
(-0.27, 2.71, 7.71)
(-0.28, 2.71, 7.71)
(-0.26, 2.75, 7.80)
(-0.26, 2.72, 7.73)
(-0.25, 2.70, 7.70)
(-0.27, 2.71, 7.70)
(-0.28, 2.69, 7.69)
(-0.28, 2.70, 7.70)
(-0.30, 2.71, 7.71)
(-0.28, 2.71, 7.71)
(-0.27, 2.71, 7.70)
(-0.27, 2.69, 7.69)
(-0.27, 2.69, 7.68)
(-0.26, 2.68, 7.68)
(-0.26, 2.68, 7.68)
(-0.25, 2.68, 7.68)
(-0.24, 2.66, 7.67)
(-0.24, 2.67, 7.67)
(-0.22, 2.68, 7.69)
(-0.23, 2.71, 7.71)
(-0.28, 2.73, 7.75)
(-0.28, 2.74, 7.79)
(-0.27, 2.73, 7.75)
(-0.27, 2.80, 7.98)
(-0.31, 2.80, 7.98)
(-0.28, 2.83, 7.98)
(-0.24, 2.86, 7.98)
(-0.24, 2.86, 7.98)
(-0.25, 2.85, 7.98)
(-0.31, 2.87, 7.98)
(-0.33, 2.86, 7.98)
(-0.35, 2.85, 7.98)
(-0.34, 2.85, 7.98)
(-0.32, 2.85, 7.98)
(-0.36, 2.87, 7.98)
(-0.32, 2.88, 7.98)
(-0.31, 2.88, 7.98)
(-0.30, 2.88, 7.98)
(-0.26, 2.86, 7.98)
(-0.27, 2.85, 7.98)
(-0.28, 2.86, 7.98)
(-0.29, 2.87, 7.98)
(-0.29, 2.87, 7.98)
(-0.29, 2.87, 7.98)
(-0.28, 2.88, 7.98)
(-0.27, 2.89, 7.98)
(-0.27, 2.88, 7.98)
(-0.27, 2.88, 7.98)
(-0.27, 2.88, 7.98)
(-0.27, 2.88, 7.98)
(-0.27, 2.88, 7.98)
(-0.28, 2.86, 7.98)
(-0.28, 2.84, 7.98)
(-0.28, 2.82, 7.98)
(-0.31, 2.79, 7.98)
(-0.31, 2.78, 7.98)
(-0.25, 2.81, 7.98)
(-0.26, 2.80, 7.98)
(-0.26, 2.80, 7.98)
(-0.29, 2.79, 7.98)
(-0.29, 2.79, 7.98)
(-0.35, 2.78, 7.98)
(-0.36, 2.77, 7.98)
(-0.34, 2.82, 7.98)
(-0.68, 2.95, 7.98)
(-1.81, 2.92, 7.98)
(-2.09, 3.06, 7.98)
(-2.37, 3.17, 7.98)
(-2.31, 3.04, 7.98)
(-2.42, 2.99, 7.98)
(-2.44, 2.97, 7.98)
(-2.63, 2.88, 7.98)
(-2.62, 2.89, 7.98)
(-2.60, 2.89, 7.98)
(-2.56, 2.90, 7.98)
(-2.57, 2.90, 7.98)
(-2.55, 2.92, 7.98)
(-2.55, 2.92, 7.98)
(-2.56, 2.92, 7.98)
(-2.56, 2.93, 7.98)
(-2.57, 2.92, 7.98)
(-2.60, 3.00, 7.98)
(-2.61, 2.98, 7.98)
(-2.60, 2.97, 7.98)
(-2.60, 2.98, 7.98)
(-2.60, 2.97, 7.98)
(-2.59, 2.98, 7.98)
(-2.59, 2.98, 7.98)
(-2.56, 2.99, 7.98)
(-2.55, 2.97, 7.98)
(-2.55, 2.97, 7.98)
(-2.55, 2.98, 7.98)
(-2.56, 2.98, 7.98)
(-2.57, 2.97, 7.98)
(-2.57, 2.98, 7.98)
(-2.57, 2.97, 7.98)
(-2.57, 2.96, 7.98)
(-2.57, 2.96, 7.98)
(-2.56, 2.96, 7.98)
(-2.57, 2.97, 7.98)
(-2.56, 2.97, 7.98)
(-2.56, 2.98, 7.98)
(-2.56, 2.97, 7.98)
(-2.56, 2.98, 7.98)
(-2.57, 2.96, 7.98)
(-2.56, 2.96, 7.98)
(-2.55, 2.97, 7.98)
(-2.54, 2.96, 7.98)
(-2.54, 2.97, 7.98)
(-2.53, 2.97, 7.98)
(-2.53, 2.97, 7.98)
(-2.54, 2.98, 7.98)
(-2.55, 2.97, 7.98)
(-2.55, 2.97, 7.98)
(-2.55, 2.96, 7.98)
(-2.55, 2.96, 7.98)
(-2.55, 2.97, 7.98)
(-2.55, 2.97, 7.98)
(-2.57, 2.96, 7.98)
(-2.58, 2.95, 7.98)
(-2.59, 2.95, 7.98)
(-2.59, 2.95, 7.98)
(-2.58, 2.97, 7.98)
(-2.59, 2.98, 7.98)
(-2.54, 3.07, 7.98)
(-2.64, 3.21, 7.98)
(-2.64, 3.36, 7.98)
(-2.70, 3.25, 7.98)
(-2.70, 3.52, 7.98)
(-2.65, 3.55, 7.98)
(-2.67, 3.52, 7.98)
(-2.60, 3.47, 7.98)
(-2.59, 3.46, 7.98)
(-2.60, 3.47, 7.98)
(-2.59, 3.45, 7.98)
(-2.60, 3.46, 7.98)
(-2.60, 3.45, 7.98)
(-2.69, 3.45, 7.98)
(-2.74, 3.69, 7.98)
(-2.78, 3.94, 7.98)
(-2.76, 3.88, 7.98)
(-2.75, 3.90, 7.98)
(-2.80, 3.83, 7.98)
(-2.75, 3.86, 7.98)
(-2.77, 3.85, 7.98)
(-2.74, 3.85, 7.98)
(-2.73, 3.86, 7.98)
(-2.74, 3.88, 7.98)
(-2.74, 3.88, 7.98)
(-2.73, 3.84, 7.98)
(-2.72, 3.86, 7.98)
(-2.73, 3.88, 7.98)
(-2.75, 3.87, 7.98)
(-2.78, 3.88, 7.98)
(-2.80, 3.87, 7.98)
(-2.80, 3.84, 7.98)
(-2.78, 3.85, 7.98)
(-2.76, 3.84, 7.98)
(-2.76, 3.83, 7.98)
(-2.76, 3.83, 7.98)
(-2.75, 3.83, 7.98)
(-2.74, 3.84, 7.98)
(-2.75, 3.84, 7.98)
(-2.76, 3.84, 7.98)
(-2.76, 3.82, 7.98)
(-2.76, 3.83, 7.98)
(-2.78, 3.82, 7.98)
(-2.78, 3.81, 7.98)
(-2.78, 3.83, 7.98)
(-2.77, 3.88, 7.98)
(-2.77, 3.87, 7.98)
(-2.76, 3.87, 7.98)
(-2.76, 3.87, 7.98)
(-2.74, 3.87, 7.98)
(-2.74, 3.86, 7.98)
(-2.75, 3.85, 7.98)
(-2.76, 3.87, 7.98)
(-2.76, 3.87, 7.98)
(-2.76, 3.88, 7.98)
(-2.78, 3.91, 7.98)
(-2.78, 3.90, 7.98)
(-2.77, 3.88, 7.98)
(-2.76, 3.88, 7.98)
(-2.77, 3.87, 7.98)
(-2.77, 3.85, 7.98)
(-2.71, 3.81, 7.98)
(-2.65, 3.82, 7.98)
(-2.67, 3.75, 7.98)
(-2.53, 3.74, 7.98)
(-2.66, 3.79, 7.98)
(-2.62, 3.71, 7.98)
(-2.60, 3.69, 7.98)
(-2.64, 3.72, 7.98)
(-2.61, 3.75, 7.98)
(-2.63, 3.68, 7.98)
(-2.62, 3.69, 7.98)
(-2.62, 3.64, 7.98)
(-2.62, 3.64, 7.98)
(-2.68, 3.65, 7.98)
(-2.64, 3.72, 7.98)
(-2.65, 3.79, 7.98)
(-2.67, 3.60, 7.98)
(-2.65, 3.68, 7.98)
(-2.62, 3.71, 7.98)
(-2.63, 3.71, 7.98)
(-2.63, 3.68, 7.98)
(-2.61, 3.67, 7.98)
(-2.61, 3.68, 7.98)
(-2.61, 3.66, 7.98)
(-2.61, 3.66, 7.98)
(-2.61, 3.68, 7.98)
(-2.62, 3.68, 7.98)
(-2.61, 3.68, 7.98)
(-2.74, 3.81, 7.98)
(-2.73, 3.83, 7.98)
(-2.70, 3.83, 7.98)
(-2.68, 3.86, 7.98)
(-2.68, 3.82, 7.98)
(-2.69, 3.83, 7.98)
(-2.72, 3.88, 7.98)
(-2.74, 3.87, 7.98)
(-2.74, 3.86, 7.98)
(-2.76, 3.86, 7.98)
(-2.75, 3.84, 7.98)
(-2.76, 3.84, 7.98)
(-2.75, 3.81, 7.98)
(-2.75, 3.81, 7.98)
(-2.75, 3.81, 7.98)
(-2.76, 3.79, 7.98)
(-2.76, 3.79, 7.98)
(-2.76, 3.79, 7.98)
(-2.76, 3.79, 7.98)
(-2.77, 3.79, 7.98)
(-2.78, 3.79, 7.98)
(-2.80, 3.77, 7.98)
(-2.79, 3.77, 7.98)
(-2.80, 3.78, 7.98)
(-2.76, 3.77, 7.98)
(-2.77, 3.76, 7.98)
(-2.78, 3.78, 7.98)
(-2.75, 3.76, 7.98)
(-2.75, 3.77, 7.98)
(-2.75, 3.77, 7.98)
(-2.75, 3.77, 7.98)
(-2.75, 3.74, 7.98)
(-2.76, 3.74, 7.98)
(-2.78, 3.75, 7.98)
(-2.77, 3.75, 7.98)
(-2.77, 3.76, 7.98)
(-2.77, 3.76, 7.98)
(-2.78, 3.75, 7.98)
(-2.79, 3.75, 7.98)
(-2.79, 3.74, 7.98)
(-2.79, 3.74, 7.98)
(-2.79, 3.75, 7.98)
(-2.78, 3.75, 7.98)
(-2.79, 3.75, 7.98)
(-2.78, 3.76, 7.98)
(-2.78, 3.77, 7.98)
(-2.77, 3.76, 7.98)
(-2.83, 3.76, 7.98)
(-2.74, 3.74, 7.98)
(-2.72, 3.74, 7.98)
(-2.71, 3.76, 7.98)
(-2.72, 3.78, 7.98)
(-2.71, 3.78, 7.98)
(-2.74, 3.79, 7.98)
(-2.75, 3.79, 7.98)
(-2.77, 3.79, 7.98)
(-2.06, 3.53, 7.98)
(-1.34, 3.57, 7.98)
(-0.76, 3.39, 7.98)
(-0.20, 3.15, 7.98)
(0.18, 3.01, 7.98)
(0.11, 2.98, 7.98)
(-0.01, 2.96, 7.98)
(-0.12, 2.90, 7.98)
(-0.25, 2.90, 7.98)
(-0.37, 2.84, 7.98)
(-0.39, 2.84, 7.98)
(-0.40, 2.83, 7.98)
(-0.40, 2.83, 7.98)
(-0.39, 2.82, 7.98)
(-0.40, 2.82, 7.98)
(-0.42, 2.83, 7.98)
(-0.43, 2.83, 7.98)
(-0.43, 2.83, 7.98)
(-0.44, 2.83, 7.98)
(-0.43, 2.83, 7.98)
(-0.42, 2.84, 7.98)
(-0.42, 2.84, 7.98)
(-0.41, 2.83, 7.98)
(-0.41, 2.81, 7.98)
(-0.41, 2.80, 7.98)
(-0.41, 2.81, 7.98)
(-0.40, 2.81, 7.98)
(-0.42, 2.81, 7.98)
(-0.42, 2.81, 7.98)
(-0.42, 2.81, 7.98)
(-0.41, 2.81, 7.98)
(-0.41, 2.82, 7.98)
(-0.40, 2.83, 7.98)
(-0.39, 2.84, 7.98)
(-0.41, 2.85, 7.98)
(-0.41, 2.84, 7.98)
(-0.42, 2.84, 7.98)
(-0.44, 2.84, 7.98)
(-0.43, 2.84, 7.98)
(-0.42, 2.84, 7.98)
(-0.42, 2.83, 7.98)
(-0.41, 2.83, 7.98)
(-0.41, 2.82, 7.98)
(-0.40, 2.82, 7.98)
(-0.40, 2.82, 7.98)
(-0.41, 2.83, 7.98)
(-0.41, 2.83, 7.98)
(-0.40, 2.83, 7.98)
(-0.41, 2.83, 7.98)
(-0.41, 2.82, 7.98)
(-0.41, 2.81, 7.98)
(-0.42, 2.82, 7.98)
(-0.41, 2.81, 7.98)
(-0.41, 2.81, 7.98)
(-0.40, 2.81, 7.98)
(-0.42, 2.81, 7.98)
(-0.41, 2.74, 7.98)
(-0.40, 2.70, 7.79)
(-0.43, 2.78, 7.98)
(-0.44, 2.76, 7.98)
(-0.43, 2.73, 7.98)
(-0.44, 2.72, 7.98)
(-0.43, 2.71, 7.98)
(-0.41, 2.68, 7.76)
(-0.41, 2.68, 7.75)
(-0.41, 2.68, 7.75)
(-0.40, 2.68, 7.75)
(-0.40, 2.68, 7.74)
(-0.40, 2.68, 7.74)
(-0.39, 2.67, 7.71)
(-0.38, 2.67, 7.71)
(-0.38, 2.66, 7.69)
(-0.37, 2.66, 7.69)
(-0.37, 2.67, 7.69)
(-0.37, 2.67, 7.70)
(-0.37, 2.68, 7.71)
(-0.37, 2.66, 7.69)
(-0.38, 2.66, 7.70)
(-0.38, 2.68, 7.71)
(-0.37, 2.67, 7.71)
(-0.37, 2.67, 7.70)
(-0.37, 2.67, 7.70)
(-0.36, 2.67, 7.70)
(-0.36, 2.67, 7.70)
(-0.37, 2.67, 7.70)
(-0.37, 2.67, 7.70)
(-0.37, 2.68, 7.71)
(-0.37, 2.70, 7.73)
(-0.39, 2.75, 7.98)
(-0.37, 2.72, 7.80)
(-0.38, 2.72, 7.81)
(-0.38, 2.71, 7.76)
(-0.38, 2.70, 7.75)
(-0.37, 2.71, 7.76)
(-0.37, 2.71, 7.76)
(-0.37, 2.71, 7.76)
(-0.37, 2.72, 7.78)
(-0.38, 2.76, 7.98)
(-0.38, 2.77, 7.98)
(-0.38, 2.75, 7.98)
(-0.38, 2.75, 7.98)
(-0.38, 2.76, 7.98)
(-0.37, 2.77, 7.98)
(-0.37, 2.78, 7.98)
(-0.37, 2.78, 7.98)
(-0.35, 2.79, 7.98)
(-0.34, 2.79, 7.98)
(-0.34, 2.80, 7.98)
(-0.34, 2.80, 7.98)
(-0.34, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.35, 2.80, 7.98)
(-0.35, 2.80, 7.98)
(-0.34, 2.80, 7.98)
(-0.35, 2.80, 7.98)
(-0.36, 2.79, 7.98)
(-0.37, 2.79, 7.98)
(-0.36, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.35, 2.78, 7.98)
(-0.35, 2.78, 7.98)
(-0.36, 2.78, 7.98)
(-0.36, 2.77, 7.98)
(-0.35, 2.78, 7.98)
(-0.37, 2.79, 7.98)
(-0.36, 2.79, 7.98)
(-0.36, 2.78, 7.98)
(-0.36, 2.79, 7.98)
(-0.36, 2.78, 7.98)
(-0.36, 2.78, 7.98)
(-0.36, 2.78, 7.98)
(-0.37, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.37, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.36, 2.78, 7.98)
(-0.36, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.36, 2.79, 7.98)
(-0.37, 2.79, 7.98)
(-0.37, 2.79, 7.98)
(-0.37, 2.79, 7.98)
(-0.37, 2.81, 7.98)
(-0.38, 2.80, 7.98)
(-0.38, 2.80, 7.98)
(-0.38, 2.80, 7.98)
(-0.39, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.39, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.37, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.37, 2.77, 7.98)
(-0.37, 2.78, 7.98)
(-0.37, 2.78, 7.98)
(-0.36, 2.77, 7.98)
(-0.36, 2.77, 7.98)
(-0.36, 2.77, 7.98)
(-0.36, 2.78, 7.98)
(-0.37, 2.79, 7.98)
(-0.37, 2.79, 7.98)
(-0.37, 2.80, 7.98)
(-0.37, 2.80, 7.98)
(-0.36, 2.81, 7.98)
(-0.36, 2.80, 7.98)
(-0.35, 2.80, 7.98)
(-0.35, 2.81, 7.98)
(-0.35, 2.80, 7.98)
(-0.33, 2.80, 7.98)
(-0.33, 2.81, 7.98)
(-0.33, 2.81, 7.98)
(-0.33, 2.81, 7.98)
(-0.33, 2.81, 7.98)
(-0.33, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.36, 2.78, 7.98)
(-0.36, 2.78, 7.98)
(-0.36, 2.78, 7.98)
(-0.34, 2.78, 7.98)
(-0.35, 2.77, 7.98)
(-0.35, 2.77, 7.98)
(-0.41, 2.80, 7.98)
(-0.37, 2.81, 7.98)
(-0.39, 2.76, 7.98)
(-0.37, 2.82, 7.98)
(-0.39, 2.71, 7.79)
(-0.43, 2.78, 7.98)
(-0.43, 2.76, 7.98)
(-0.40, 2.77, 7.98)
(-0.38, 2.75, 7.98)
(-0.45, 2.77, 7.98)
(-0.43, 2.76, 7.98)
(-0.45, 2.75, 7.98)
(-0.40, 2.76, 7.98)
(-0.38, 2.76, 7.98)
(-0.37, 2.76, 7.98)
(-0.39, 2.77, 7.98)
(-0.40, 2.77, 7.98)
(-0.38, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.37, 2.78, 7.98)
(-0.40, 2.78, 7.98)
(-0.47, 2.77, 7.98)
(-0.46, 2.76, 7.98)
(-0.47, 2.76, 7.98)
(-0.45, 2.76, 7.98)
(-0.45, 2.75, 7.98)
(-0.44, 2.76, 7.98)
(-0.45, 2.75, 7.98)
(-0.46, 2.73, 7.98)
(-0.45, 2.72, 7.98)
(-0.45, 2.71, 7.98)
