(-0.46, 2.71, 7.98)
(-0.46, 2.71, 7.98)
(-0.46, 2.71, 7.98)
(-0.45, 2.71, 7.98)
(-0.46, 2.71, 7.98)
(-0.48, 2.71, 7.98)
(-0.48, 2.71, 7.98)
(-0.47, 2.71, 7.98)
(-0.48, 2.71, 7.98)
(-0.48, 2.71, 7.98)
(-0.47, 2.71, 7.98)
(-0.49, 2.71, 7.98)
(-0.47, 2.70, 7.98)
(-0.49, 2.71, 7.98)
(-0.47, 2.72, 7.98)
(-0.48, 2.73, 7.98)
(-0.47, 2.73, 7.98)
(-0.46, 2.73, 7.98)
(-0.47, 2.73, 7.98)
(-0.48, 2.73, 7.98)
(-0.48, 2.71, 7.98)
(-0.46, 2.70, 7.98)
(-0.45, 2.71, 7.98)
(-0.45, 2.72, 7.98)
(-0.45, 2.73, 7.98)
(-0.44, 2.72, 7.98)
(-0.46, 2.72, 7.98)
(-0.47, 2.72, 7.98)
(-0.46, 2.71, 7.98)
(-0.46, 2.71, 7.98)
(-0.46, 2.71, 7.98)
(-0.46, 2.71, 7.98)
(-0.48, 2.71, 7.98)
(-0.48, 2.71, 7.98)
(-0.48, 2.71, 7.98)
(-0.47, 2.71, 7.98)
(-0.46, 2.71, 7.98)
(-0.44, 2.71, 7.98)
(-0.43, 2.68, 7.78)
(-0.42, 2.69, 7.79)
(-0.42, 2.69, 7.78)
(-0.42, 2.68, 7.78)
(-0.43, 2.71, 7.98)
(-0.44, 2.71, 7.98)
(-0.45, 2.71, 7.98)
(-0.45, 2.72, 7.98)
(-0.45, 2.72, 7.98)
(-0.45, 2.72, 7.98)
(-0.46, 2.73, 7.98)
(-0.46, 2.72, 7.98)
(-0.46, 2.71, 7.98)
(-0.46, 2.72, 7.98)
(-0.46, 2.73, 7.98)
(-0.46, 2.72, 7.98)
(-0.46, 2.73, 7.98)
(-0.46, 2.71, 7.98)
(-0.45, 2.72, 7.98)
(-0.46, 2.71, 7.98)
(-0.46, 2.71, 7.98)
(-0.47, 2.70, 7.98)
(-0.47, 2.71, 7.98)
(-0.47, 2.69, 7.98)
(-0.46, 2.69, 7.98)
(-0.46, 2.69, 7.98)
(-0.44, 2.66, 7.78)
(-0.43, 2.67, 7.77)
(-0.45, 2.70, 7.98)
(-0.45, 2.71, 7.98)
(-0.33, 2.78, 7.98)
(-0.07, 2.90, 7.98)
(0.27, 2.82, 7.98)
(0.91, 2.89, 7.98)
(1.22, 2.98, 7.98)
(1.49, 2.92, 7.98)
(1.50, 2.86, 7.98)
(1.53, 2.91, 7.98)
(1.59, 2.94, 7.98)
(2.08, 3.21, 7.98)
(2.00, 3.18, 7.98)
(1.94, 3.15, 7.98)
(1.92, 3.14, 7.98)
(1.94, 3.14, 7.98)
(1.94, 3.13, 7.98)
(1.95, 3.14, 7.98)
(1.95, 3.14, 7.98)
(1.95, 3.14, 7.98)
(1.95, 3.15, 7.98)
(1.95, 3.15, 7.98)
(1.96, 3.15, 7.98)
(1.97, 3.20, 7.98)
(1.91, 3.16, 7.98)
(1.91, 3.16, 7.98)
(1.92, 3.18, 7.98)
(1.93, 3.20, 7.98)
(1.93, 3.20, 7.98)
(1.94, 3.20, 7.98)
(1.94, 3.19, 7.98)
(1.95, 3.20, 7.98)
(2.00, 3.23, 7.98)
(2.00, 3.23, 7.98)
(2.02, 3.23, 7.98)
(2.03, 3.25, 7.98)
(2.04, 3.24, 7.98)
(2.04, 3.24, 7.98)
(2.02, 3.23, 7.98)
(2.03, 3.23, 7.98)
(2.04, 3.22, 7.98)
(2.04, 3.22, 7.98)
(2.04, 3.23, 7.98)
(2.05, 3.22, 7.98)
(2.04, 3.22, 7.98)
(2.05, 3.22, 7.98)
(2.04, 3.22, 7.98)
(2.05, 3.21, 7.98)
(2.05, 3.22, 7.98)
(2.05, 3.22, 7.98)
(2.05, 3.23, 7.98)
(2.05, 3.23, 7.98)
(2.05, 3.24, 7.98)
(2.06, 3.24, 7.98)
(2.07, 3.25, 7.98)
(2.08, 3.25, 7.98)
(2.09, 3.24, 7.98)
(2.09, 3.24, 7.98)
(2.10, 3.25, 7.98)
(2.09, 3.25, 7.98)
(2.10, 3.26, 7.98)
(2.11, 3.26, 7.98)
(2.09, 3.26, 7.98)
(2.09, 3.26, 7.98)
(2.09, 3.25, 7.98)
(2.07, 3.24, 7.98)
(2.07, 3.24, 7.98)
(2.06, 3.24, 7.98)
(2.07, 3.24, 7.98)
(2.05, 3.24, 7.98)
(2.04, 3.25, 7.98)
(2.03, 3.26, 7.98)
(2.04, 3.26, 7.98)
(1.97, 3.21, 7.98)
(2.01, 3.25, 7.98)
(2.00, 3.26, 7.98)
(1.94, 3.27, 7.98)
(2.00, 3.30, 7.98)
(2.00, 3.27, 7.98)
(2.00, 3.27, 7.98)
(2.03, 3.30, 7.98)
(2.00, 3.27, 7.98)
(2.00, 3.28, 7.98)
(1.97, 3.26, 7.98)
(1.88, 3.17, 7.98)
(1.90, 3.24, 7.98)
(1.91, 3.22, 7.98)
(1.91, 3.21, 7.98)
(1.97, 3.25, 7.98)
(1.97, 3.25, 7.98)
(2.02, 3.27, 7.98)
(1.96, 3.23, 7.98)
(1.92, 3.24, 7.98)
(1.82, 3.19, 7.98)
(1.84, 3.20, 7.98)
(1.85, 3.20, 7.98)
(1.86, 3.21, 7.98)
(1.89, 3.23, 7.98)
(1.94, 3.25, 7.98)
(1.97, 3.26, 7.98)
(1.97, 3.26, 7.98)
(2.00, 3.27, 7.98)
(2.00, 3.25, 7.98)
(2.00, 3.25, 7.98)
(2.00, 3.26, 7.98)
(2.01, 3.24, 7.98)
(1.98, 3.22, 7.98)
(1.96, 3.20, 7.98)
(1.98, 3.19, 7.98)
(1.95, 3.17, 7.98)
(1.98, 3.19, 7.98)
(1.96, 3.18, 7.98)
(1.99, 3.18, 7.98)
(2.01, 3.18, 7.98)
(1.97, 3.22, 7.98)
(2.02, 3.24, 7.98)
(2.03, 3.24, 7.98)
(2.05, 3.24, 7.98)
(2.06, 3.25, 7.98)
(2.04, 3.26, 7.98)
(2.03, 3.26, 7.98)
(2.04, 3.26, 7.98)
(2.05, 3.26, 7.98)
(2.07, 3.26, 7.98)
(2.07, 3.26, 7.98)
(2.07, 3.26, 7.98)
(2.06, 3.23, 7.98)
(1.60, 3.19, 7.98)
(0.94, 3.16, 7.98)
(-0.09, 2.84, 7.98)
(-0.71, 2.55, 7.98)
(-0.82, 2.48, 7.98)
(-0.71, 2.47, 7.98)
(-0.72, 2.49, 7.98)
(-0.65, 2.53, 7.98)
(-0.57, 2.56, 7.98)
(-0.56, 2.58, 7.98)
(-0.55, 2.59, 7.98)
(-0.56, 2.62, 7.98)
(-0.54, 2.61, 7.98)
(-0.46, 2.63, 7.76)
(-0.42, 2.67, 7.76)
(-0.42, 2.65, 7.72)
(-0.38, 2.68, 7.71)
(-0.39, 2.75, 7.98)
(-0.38, 2.78, 7.98)
(-0.34, 2.78, 7.98)
(-0.37, 2.79, 7.98)
(-0.39, 2.78, 7.98)
(-0.41, 2.78, 7.98)
(-0.35, 2.78, 7.98)
(-0.34, 2.80, 7.98)
(-0.44, 2.74, 7.98)
(-0.37, 2.77, 7.98)
(-0.41, 2.74, 7.98)
(-0.39, 2.76, 7.98)
(-0.39, 2.75, 7.98)
(-0.38, 2.76, 7.98)
(-0.39, 2.77, 7.98)
(-0.40, 2.78, 7.98)
(-0.41, 2.78, 7.98)
(-0.41, 2.78, 7.98)
(-0.41, 2.78, 7.98)
(-0.41, 2.77, 7.98)
(-0.40, 2.76, 7.98)
(-0.40, 2.80, 7.98)
(-0.35, 2.72, 7.76)
(-0.41, 2.78, 7.98)
(-0.41, 2.76, 7.98)
(-0.37, 2.71, 7.75)
(-0.36, 2.73, 7.79)
(-0.34, 2.72, 7.75)
(-0.32, 2.73, 7.76)
(-0.33, 2.72, 7.75)
(-0.34, 2.72, 7.75)
(-0.33, 2.71, 7.72)
(-0.33, 2.70, 7.71)
(-0.33, 2.70, 7.71)
(-0.33, 2.70, 7.71)
(-0.33, 2.70, 7.71)
(-0.34, 2.71, 7.73)
(-0.33, 2.72, 7.74)
(-0.33, 2.73, 7.76)
(-0.34, 2.73, 7.78)
(-0.34, 2.73, 7.77)
(-0.36, 2.77, 7.98)
(-0.37, 2.77, 7.98)
(-0.36, 2.79, 7.98)
(-0.35, 2.79, 7.98)
(-0.36, 2.79, 7.98)
(-0.37, 2.79, 7.98)
(-0.37, 2.77, 7.98)
(-0.37, 2.77, 7.98)
(-0.37, 2.77, 7.98)
(-0.36, 2.76, 7.98)
(-0.36, 2.76, 7.98)
(-0.36, 2.78, 7.98)
(-0.36, 2.79, 7.98)
(-0.36, 2.79, 7.98)
(-0.37, 2.79, 7.98)
(-0.37, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.37, 2.77, 7.98)
(-0.36, 2.77, 7.98)
(-0.36, 2.77, 7.98)
(-0.36, 2.77, 7.98)
(-0.35, 2.73, 7.79)
(-0.36, 2.73, 7.79)
(-0.37, 2.76, 7.98)
(-0.37, 2.76, 7.98)
(-0.38, 2.76, 7.98)
(-0.38, 2.77, 7.98)
(-0.38, 2.78, 7.98)
(-0.40, 2.79, 7.98)
(-0.40, 2.79, 7.98)
(-0.39, 2.78, 7.98)
(-0.39, 2.78, 7.98)
(-0.39, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.36, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.38, 2.78, 7.98)
(-0.36, 2.77, 7.98)
(-0.37, 2.76, 7.98)
(-0.38, 2.76, 7.98)
(-0.39, 2.76, 7.98)
(-0.39, 2.75, 7.98)
(-0.40, 2.77, 7.98)
(-0.39, 2.77, 7.98)
(-0.39, 2.76, 7.98)
(-0.38, 2.72, 7.80)
(-0.37, 2.72, 7.78)
(-0.37, 2.73, 7.80)
(-0.37, 2.72, 7.79)
(-0.36, 2.73, 7.80)
(-0.37, 2.72, 7.78)
(-0.37, 2.72, 7.80)
(-0.37, 2.72, 7.78)
(-0.36, 2.71, 7.75)
(-0.36, 2.72, 7.76)
(-0.36, 2.72, 7.77)
(-0.37, 2.76, 7.98)
(-0.36, 2.73, 7.80)
(-0.37, 2.76, 7.98)
(-0.36, 2.73, 7.80)
(-0.38, 2.76, 7.98)
(-0.38, 2.76, 7.98)
(-0.39, 2.75, 7.98)
(-0.38, 2.71, 7.78)
(-0.38, 2.70, 7.75)
(-0.37, 2.69, 7.73)
(-0.37, 2.69, 7.72)
(-0.37, 2.69, 7.73)
(-0.37, 2.72, 7.77)
(-0.36, 2.72, 7.78)
(-0.38, 2.75, 7.98)
(-0.38, 2.75, 7.98)
(-0.37, 2.73, 7.80)
(-0.36, 2.72, 7.79)
(-0.36, 2.72, 7.78)
(-0.37, 2.72, 7.79)
(-0.36, 2.73, 7.79)
(-0.37, 2.73, 7.80)
(-0.36, 2.72, 7.78)
(-0.37, 2.72, 7.79)
(-0.36, 2.71, 7.75)
(-0.37, 2.71, 7.76)
(-0.38, 2.76, 7.98)
(-0.37, 2.76, 7.98)
(-0.37, 2.76, 7.98)
(-0.37, 2.76, 7.98)
(-0.35, 2.73, 7.79)
(-0.34, 2.73, 7.76)
(-0.36, 2.73, 7.79)
(-0.36, 2.73, 7.80)
(-0.36, 2.72, 7.77)
(-0.36, 2.71, 7.75)
(-0.36, 2.71, 7.74)
(-0.36, 2.71, 7.74)
(-0.36, 2.71, 7.74)
(-0.36, 2.71, 7.74)
(-0.37, 2.70, 7.74)
(-0.37, 2.71, 7.76)
(-0.36, 2.71, 7.76)
(-0.36, 2.72, 7.78)
(-0.36, 2.72, 7.77)
(-0.36, 2.73, 7.79)
(-0.37, 2.76, 7.98)
(-0.36, 2.76, 7.98)
(-0.35, 2.73, 7.78)
(-0.35, 2.71, 7.75)
(-0.35, 2.72, 7.76)
(-0.36, 2.73, 7.79)
(-0.36, 2.73, 7.79)
(-0.35, 2.73, 7.79)
(-0.36, 2.73, 7.79)
(-0.36, 2.73, 7.79)
(-0.36, 2.72, 7.77)
(-0.35, 2.70, 7.73)
(-0.34, 2.70, 7.72)
(-0.34, 2.71, 7.72)
(-0.34, 2.71, 7.73)
(-0.34, 2.71, 7.73)
(-0.34, 2.71, 7.73)
(-0.34, 2.71, 7.74)
(-0.34, 2.71, 7.73)
(-0.33, 2.71, 7.73)
(-0.33, 2.70, 7.72)
(-0.32, 2.71, 7.72)
(-0.32, 2.70, 7.71)
(-0.32, 2.69, 7.70)
(-0.33, 2.69, 7.70)
(-0.33, 2.69, 7.71)
(-0.33, 2.69, 7.71)
(-0.35, 2.69, 7.71)
(-0.34, 2.70, 7.71)
(-0.34, 2.70, 7.71)
(-0.34, 2.69, 7.71)
(-0.33, 2.69, 7.70)
(-0.33, 2.68, 7.69)
(-0.34, 2.68, 7.70)
(-0.33, 2.68, 7.69)
(-0.33, 2.69, 7.70)
(-0.33, 2.69, 7.70)
(-0.33, 2.69, 7.70)
(-0.33, 2.70, 7.71)
(-0.33, 2.69, 7.71)
(-0.33, 2.69, 7.70)
(-0.33, 2.68, 7.70)
(-0.33, 2.68, 7.69)
(-0.34, 2.67, 7.69)
(-0.34, 2.66, 7.68)
(-0.34, 2.66, 7.68)
(-0.33, 2.66, 7.67)
(-0.33, 2.66, 7.67)
(-0.33, 2.65, 7.67)
(-0.32, 2.65, 7.66)
(-0.32, 2.66, 7.66)
(-0.32, 2.66, 7.66)
(-0.32, 2.66, 7.67)
(-0.32, 2.66, 7.67)
(-0.32, 2.66, 7.67)
(-0.32, 2.66, 7.67)
(-0.33, 2.66, 7.68)
(-0.33, 2.66, 7.67)
(-0.33, 2.66, 7.67)
(-0.33, 2.66, 7.67)
(-0.33, 2.65, 7.66)
(-0.34, 2.65, 7.66)
(-0.34, 2.64, 7.66)
(-0.34, 2.64, 7.66)
(-0.37, 2.61, 7.65)
(-0.46, 2.15, 7.98)
(0.03, 2.22, 7.98)
(-0.19, 1.80, 7.98)
(-0.25, 1.35, 7.98)
(-0.34, 0.92, 7.98)
(-0.35, 0.59, 7.98)
(-0.37, 0.41, 7.98)
(-0.42, 0.40, 7.98)
(-0.44, 0.42, 7.98)
(-0.42, 0.38, 7.98)
(-0.40, 0.40, 7.98)
(-0.40, 0.30, 7.98)
(-0.59, 0.25, 7.98)
(-0.76, 0.15, 7.82)
(-0.74, 0.13, 7.81)
(-0.74, 0.13, 7.81)
(-0.74, 0.12, 7.79)
(-0.77, 0.12, 7.75)
(-0.81, 0.10, 7.71)
(-0.82, 0.09, 7.70)
(-0.83, 0.08, 7.70)
(-0.84, 0.08, 7.70)
(-0.84, 0.08, 7.69)
(-0.84, 0.07, 7.69)
(-0.84, 0.08, 7.69)
(-0.84, 0.08, 7.69)
(-0.84, 0.08, 7.69)
(-0.83, 0.09, 7.70)
(-0.83, 0.09, 7.70)
(-0.83, 0.08, 7.70)
(-0.84, 0.08, 7.69)
(-0.84, 0.08, 7.69)
(-0.84, 0.08, 7.69)
(-0.85, 0.05, 7.67)
(-0.98, 0.05, 7.72)
(-1.13, 0.03, 7.98)
(-1.01, 0.04, 7.75)
(-1.05, 0.01, 7.79)
(-1.10, -0.04, 7.98)
(-1.04, 0.02, 7.78)
(-1.02, 0.03, 7.76)
(-1.02, 0.03, 7.75)
(-1.02, 0.03, 7.75)
(-1.02, 0.03, 7.75)
(-1.02, 0.02, 7.75)
(-1.02, 0.02, 7.74)
(-1.02, 0.02, 7.75)
(-1.03, 0.02, 7.76)
(-1.03, 0.02, 7.76)
(-1.05, 0.02, 7.79)
(-1.04, 0.02, 7.79)
(-1.08, -0.03, 7.98)
(-1.09, -0.03, 7.98)
(-1.08, -0.03, 7.98)
(-1.09, -0.03, 7.98)
(-1.08, -0.03, 7.98)
(-1.08, -0.04, 7.98)
(-1.05, 0.00, 7.79)
(-1.05, 0.00, 7.79)
(-1.05, 0.01, 7.81)
(-1.05, 0.02, 7.79)
(-1.08, 0.00, 7.98)
(-1.08, 0.00, 7.98)
(-1.08, 0.00, 7.98)
(-1.08, 0.00, 7.98)
(-1.08, 0.00, 7.98)
(-1.09, 0.01, 7.98)
(-1.08, 0.01, 7.98)
(-1.07, 0.02, 7.98)
(-1.07, 0.02, 7.98)
(-1.08, 0.01, 7.98)
(-1.08, 0.00, 7.98)
(-1.08, -0.01, 7.98)
(-1.09, -0.01, 7.98)
(-1.08, 0.01, 7.98)
(-1.08, 0.01, 7.98)
(-1.04, 0.05, 7.84)
(-1.04, 0.05, 7.84)
(-1.03, 0.06, 7.81)
(-1.03, 0.06, 7.80)
(-1.02, 0.07, 7.80)
(-1.02, 0.07, 7.81)
(-1.02, 0.07, 7.81)
(-1.03, 0.07, 7.82)
(-1.04, 0.07, 7.85)
(-1.07, 0.04, 7.98)
(-1.06, 0.04, 7.98)
(-1.06, 0.05, 7.98)
(-1.07, 0.05, 7.98)
(-1.08, 0.05, 7.98)
(-1.08, 0.06, 7.98)
(-1.07, 0.06, 7.98)
(-1.06, 0.06, 7.98)
(-1.06, 0.06, 7.98)
(-1.06, 0.06, 7.98)
(-1.06, 0.06, 7.98)
(-1.05, 0.06, 7.98)
(-1.05, 0.06, 7.98)
(-1.05, 0.06, 7.98)
(-1.06, 0.06, 7.98)
(-1.06, 0.05, 7.98)
(-1.06, 0.05, 7.98)
(-1.06, 0.04, 7.98)
(-1.05, 0.04, 7.98)
(-1.06, 0.05, 7.98)
(-1.06, 0.05, 7.98)
(-1.06, 0.05, 7.98)
(-1.06, 0.06, 7.98)
(-1.06, 0.05, 7.98)
(-1.06, 0.04, 7.98)
(-1.06, 0.04, 7.98)
(-1.07, 0.05, 7.98)
(-1.07, 0.05, 7.98)
(-1.07, 0.05, 7.98)
(-1.06, 0.06, 7.98)
(-1.07, 0.06, 7.98)
(-1.06, 0.06, 7.98)
(-1.06, 0.06, 7.98)
(-1.05, 0.06, 7.98)
(-1.06, 0.06, 7.98)
(-1.07, 0.06, 7.98)
(-1.07, 0.05, 7.98)
(-1.07, 0.05, 7.98)
(-1.08, 0.05, 7.98)
(-1.08, 0.05, 7.98)
(-1.07, 0.04, 7.98)
(-1.07, 0.04, 7.98)
(-1.08, 0.05, 7.98)
(-1.07, 0.06, 7.98)
(-1.07, 0.05, 7.98)
(-1.07, 0.05, 7.98)
(-1.06, 0.03, 7.98)
(-1.07, 0.03, 7.98)
(-1.07, 0.03, 7.98)
(-1.07, 0.02, 7.98)
(-1.04, 0.05, 7.84)
(-1.04, 0.04, 7.82)
(-1.04, 0.04, 7.82)
(-1.05, 0.04, 7.84)
(-1.04, 0.05, 7.83)
(-1.03, 0.05, 7.80)
(-1.06, 0.02, 7.98)
(-1.07, 0.03, 7.98)
(-1.08, 0.03, 7.98)
(-1.10, 0.02, 7.98)
(-1.12, 0.01, 7.98)
(-1.12, 0.00, 7.98)
(-1.11, 0.01, 7.98)
(-1.10, 0.01, 7.98)
(-1.09, 0.03, 7.98)
(-1.07, 0.04, 7.98)
(-1.06, 0.04, 7.98)
(-1.07, 0.03, 7.98)
(-1.07, 0.04, 7.98)
(-1.07, 0.04, 7.98)
(-1.06, 0.04, 7.98)
(-1.06, 0.04, 7.98)
(-1.06, 0.05, 7.98)
(-1.06, 0.06, 7.98)
(-1.06, 0.07, 7.98)
(-1.05, 0.06, 7.98)
(-1.04, 0.07, 7.98)
(-1.05, 0.07, 7.98)
(-1.04, 0.07, 7.98)
(-1.05, 0.07, 7.98)
(-1.04, 0.07, 7.98)
(-1.05, 0.08, 7.98)
(-1.05, 0.08, 7.98)
(-1.05, 0.09, 7.98)
(-1.05, 0.08, 7.98)
(-1.05, 0.08, 7.98)
(-1.05, 0.08, 7.98)
(-1.05, 0.07, 7.98)
(-1.05, 0.06, 7.98)
(-1.04, 0.06, 7.98)
(-1.02, 0.08, 7.80)
(-1.01, 0.06, 7.77)
(-1.00, 0.04, 7.74)
(-1.00, 0.05, 7.75)
(-1.00, 0.05, 7.74)
(-1.01, 0.06, 7.76)
(-1.02, 0.05, 7.77)
(-1.02, 0.05, 7.77)
(-1.02, 0.04, 7.77)
(-1.02, 0.04, 7.76)
(-1.02, 0.04, 7.76)
(-1.03, 0.04, 7.77)
(-1.02, 0.04, 7.76)
(-1.02, 0.04, 7.76)
(-1.09, -0.02, 7.98)
(-1.10, -0.04, 7.98)
(-1.11, -0.04, 7.98)
(-1.11, -0.05, 7.98)
(-1.11, -0.05, 7.98)
(-1.10, -0.05, 7.98)
(-1.09, -0.04, 7.98)
(-1.05, 0.00, 7.80)
(-1.06, 0.01, 7.81)
(-1.08, -0.03, 7.98)
(-1.08, -0.03, 7.98)
(-1.09, -0.03, 7.98)
(-1.08, -0.03, 7.98)
(-1.09, -0.03, 7.98)
(-1.09, -0.04, 7.98)
(-1.05, 0.01, 7.80)
(-1.04, 0.02, 7.78)
(-1.02, 0.02, 7.74)
(-1.04, 0.01, 7.77)
(-1.03, 0.00, 7.76)
(-1.24, 0.03, 7.98)
(-2.12, 0.30, 7.98)
(-2.28, 0.48, 7.98)
(-2.11, 0.75, 7.98)
(-2.88, 1.43, 7.98)
(-3.01, 1.59, 7.98)
(-2.85, 1.61, 7.98)
(-2.55, 1.71, 7.98)
(-2.64, 1.70, 7.98)
(-2.62, 1.73, 7.98)
(-2.60, 1.77, 7.98)
(-2.47, 1.79, 7.98)
(-2.35, 1.77, 7.98)
(-2.37, 1.77, 7.98)
(-2.37, 1.75, 7.98)
(-2.39, 1.76, 7.98)
(-2.36, 1.76, 7.98)
(-2.36, 1.74, 7.98)
(-2.42, 1.72, 7.98)
(-2.43, 1.71, 7.98)
(-2.44, 1.72, 7.98)
(-2.44, 1.70, 7.98)
(-2.44, 1.70, 7.98)
(-2.45, 1.72, 7.98)
(-2.46, 1.72, 7.98)
(-2.61, 1.81, 7.98)
(-2.32, 1.68, 7.98)
(-2.38, 1.75, 7.98)
(-2.44, 1.79, 7.98)
(-2.42, 1.75, 7.98)
(-2.36, 1.73, 7.98)
(-2.34, 1.74, 7.98)
(-2.38, 1.73, 7.98)
(-2.39, 1.73, 7.98)
(-2.39, 1.73, 7.98)
(-2.40, 1.73, 7.98)
(-2.39, 1.74, 7.98)
(-2.39, 1.75, 7.98)
(-2.39, 1.74, 7.98)
(-2.38, 1.74, 7.98)
(-2.38, 1.73, 7.98)
(-2.38, 1.73, 7.98)
(-2.38, 1.72, 7.98)
(-2.36, 1.73, 7.98)
(-2.36, 1.75, 7.98)
(-2.37, 1.77, 7.98)
(-2.37, 1.77, 7.98)
(-2.39, 1.78, 7.98)
(-2.40, 1.78, 7.98)
(-2.41, 1.77, 7.98)
(-2.40, 1.78, 7.98)
(-2.40, 1.76, 7.98)
(-2.41, 1.77, 7.98)
(-2.42, 1.78, 7.98)
(-2.42, 1.79, 7.98)
(-2.41, 1.76, 7.98)
(-2.40, 1.76, 7.98)
(-2.39, 1.76, 7.98)
(-2.39, 1.76, 7.98)
(-2.41, 1.77, 7.98)
(-2.41, 1.78, 7.98)
(-2.41, 1.76, 7.98)
(-2.42, 1.78, 7.98)
(-2.43, 1.78, 7.98)
(-2.47, 1.77, 7.98)
(-2.47, 1.76, 7.98)
(-2.47, 1.76, 7.98)
(-2.47, 1.77, 7.98)
(-2.47, 1.76, 7.98)
(-2.47, 1.77, 7.98)
(-2.44, 1.78, 7.98)
(-2.43, 1.79, 7.98)
(-2.43, 1.79, 7.98)
(-2.42, 1.80, 7.98)
(-2.43, 1.78, 7.98)
(-2.42, 1.78, 7.98)
(-2.41, 1.76, 7.98)
(-2.42, 1.76, 7.98)
(-2.43, 1.76, 7.98)
(-2.43, 1.76, 7.98)
(-2.44, 1.76, 7.98)
(-2.45, 1.74, 7.98)
(-2.45, 1.71, 7.98)
(-2.45, 1.72, 7.98)
(-2.45, 1.72, 7.98)
(-2.48, 1.74, 7.98)
(-2.47, 1.74, 7.98)
(-2.46, 1.76, 7.98)
(-2.44, 1.74, 7.98)
(-2.45, 1.73, 7.98)
(-2.44, 1.75, 7.98)
(-2.42, 1.72, 7.98)
(-2.43, 1.74, 7.98)
(-2.43, 1.75, 7.98)
(-2.39, 1.78, 7.98)
(-2.39, 1.78, 7.98)
(-2.41, 1.78, 7.98)
(-2.42, 1.78, 7.98)
(-2.43, 1.78, 7.98)
(-2.46, 1.78, 7.98)
(-2.49, 1.78, 7.98)
(-2.49, 1.77, 7.98)
(-2.49, 1.77, 7.98)
(-2.48, 1.77, 7.98)
(-2.47, 1.73, 7.98)
(-2.47, 1.73, 7.98)
(-2.48, 1.73, 7.98)
(-2.48, 1.73, 7.98)
(-2.46, 1.73, 7.98)
(-2.42, 1.76, 7.98)
(-2.43, 1.73, 7.98)
(-2.43, 1.73, 7.98)
(-2.45, 1.73, 7.98)
(-2.46, 1.76, 7.98)
(-2.49, 1.76, 7.98)
(-2.50, 1.76, 7.98)
(-2.50, 1.75, 7.98)
(-2.51, 1.74, 7.98)
(-2.51, 1.73, 7.98)
(-2.53, 1.73, 7.98)
(-2.52, 1.71, 7.98)
(-2.55, 1.71, 7.98)
(-2.54, 1.70, 7.98)
(-2.54, 1.70, 7.98)
(-2.55, 1.70, 7.98)
(-2.54, 1.70, 7.98)
(-2.54, 1.71, 7.98)
(-2.54, 1.70, 7.98)
(-2.53, 1.70, 7.98)
(-2.50, 1.72, 7.98)
(-2.54, 1.72, 7.98)
(-2.53, 1.75, 7.98)
(-2.52, 1.75, 7.98)
(-2.50, 1.76, 7.98)
(-2.49, 1.76, 7.98)
(-2.48, 1.76, 7.98)
(-2.50, 1.75, 7.98)
(-2.50, 1.75, 7.98)
(-2.49, 1.75, 7.98)
(-2.46, 1.76, 7.98)
(-2.47, 1.75, 7.98)
(-2.48, 1.74, 7.98)
(-2.48, 1.74, 7.98)
(-2.48, 1.74, 7.98)
(-2.47, 1.75, 7.98)
(-2.47, 1.75, 7.98)
(-2.46, 1.76, 7.98)
(-2.46, 1.75, 7.98)
(-2.47, 1.76, 7.98)
(-2.47, 1.76, 7.98)
(-2.48, 1.75, 7.98)
(-2.48, 1.74, 7.98)
(-2.49, 1.76, 7.98)
(-2.49, 1.74, 7.98)
(-2.49, 1.73, 7.98)
(-2.50, 1.74, 7.98)
(-2.51, 1.73, 7.98)
(-2.52, 1.73, 7.98)
(-2.51, 1.73, 7.98)
(-2.51, 1.73, 7.98)
(-2.52, 1.72, 7.98)
(-2.51, 1.73, 7.98)
(-2.52, 1.73, 7.98)
(-2.48, 1.73, 7.98)
(-2.48, 1.73, 7.98)
(-2.48, 1.73, 7.98)
(-2.49, 1.73, 7.98)
(-2.49, 1.73, 7.98)
(-2.50, 1.74, 7.98)
(-2.50, 1.74, 7.98)
(-2.50, 1.74, 7.98)
(-2.51, 1.76, 7.98)
(-2.52, 1.77, 7.98)
(-2.52, 1.77, 7.98)
(-2.51, 1.78, 7.98)
(-2.51, 1.79, 7.98)
(-2.51, 1.79, 7.98)
(-2.51, 1.79, 7.98)
(-2.51, 1.79, 7.98)
(-2.51, 1.79, 7.98)
(-2.51, 1.79, 7.98)
(-2.52, 1.78, 7.98)
(-2.52, 1.78, 7.98)
(-2.50, 1.79, 7.98)
(-2.48, 1.79, 7.98)
(-2.48, 1.79, 7.98)
(-2.49, 1.82, 7.98)
(-2.48, 1.82, 7.98)
(-2.49, 1.80, 7.98)
(-2.47, 1.82, 7.98)
(-2.48, 1.80, 7.98)
(-2.46, 1.82, 7.98)
(-2.49, 1.79, 7.98)
(-2.49, 1.79, 7.98)
(-2.48, 1.79, 7.98)
(-2.48, 1.79, 7.98)
(-2.46, 1.78, 7.98)
(-2.44, 1.78, 7.98)
(-2.44, 1.79, 7.98)
(-2.46, 1.78, 7.98)
(-2.44, 1.77, 7.98)
